id_base out_group_openness bundesland frau alter migrant schulabschl wohnort religiousness reli_group relig_comm hierarchie hh_income_i hh_size hat_kinder employment Care Fairness Authority Loyalty Purity Liberty authorit zeitungen internet fernsehen radiosender social_media f_online_rel_behavior f_online_intensity control soc_trust Greece Italie Poland Romania former_SU former_Yugo Spain_Portugal Syria Turkey Vietnam other NA NET_Europe deutsch s_east_europa other_mig
1536 .13824855 3 1 4 0 2 2 1 7 1 6 37.5 3 0 2 6 6 5 5 5.5 4.5 5 6 5 6 4 6 3.5478437 4.5313158 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1537 .0022419165 14 1 4 0 6 4 1 7 1 5 7.5 1 0 4 5.5 5 5 3.5 4 4 5 3 5 6 2 5 2.5383129 4.4030857 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1538 -.96202916 3 0 2 0 1 4 2 7 1 5 7.5 1 0 1 3 3 3.5 3 3 5 3 2 6 2 6 6 3.0500164 2.9637983 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1539 .075389832 5 1 5 0 2 2 1 7 1 7 27.5 2 0 5 4 6 5 4 4.5 3 3 6 6 6 6 6 2.1249962 4.9694481 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1540 -.29937169 5 1 1 1 7 4 5 1 3 8 22.5 3 1 1 4 4.5 4.5 4.5 5 3.5 3 4 4 6 4 5 3.3977711 2.2467542 4 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0
1541 -.058039434 9 1 3 0 2 1 4 7 1 6 27.5 5 1 2 5.5 6 4.5 5.5 4.5 4 3 5 6 6 5 6 2.4064102 4.8604155 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1542 .060165904 6 0 6 0 1 2 4 2 2 5 17.5 1 0 5 4 6 5.5 5.5 4.5 3.5 6 6 2 5 6 2 1.6493419 2.0294454 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1543 1.8607795 3 1 5 0 2 2 2 2 2 6 45 2 0 2 6 6 4.5 5.5 4.5 4 1 6 6 6 6 6 3.3699303 5.413425 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1544 -1.1846284 5 0 3 0 1 1 6 7 1 5 25.114216 2 0 1 4 3.5 4 4.5 4 2.5 2 5 6 6 6 6 3.4029539 3.8100336 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1545 -1.3465539 8 1 4 0 2 1 5 2 2 6 70 3 0 8 6 6 5 5 5 3 5 6 6 6 6 6 2.4044101 3.2854533 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1546 .40277061 2 1 4 0 2 3 2 2 2 7 22.5 2 1 2 6 5.5 3 4.5 5.5 4.5 1 4 6 6 6 5 2.5242801 4.6456742 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1547 .22084716 9 0 5 0 2 1 2 2 2 6 37.5 2 0 5 6 5.5 3 4.5 4 4.5 3 6 5 6 6 6 3.2853518 3.3622677 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1548 1.2950031 5 1 5 0 2 2 2 2 2 5 17.5 1 0 5 6 5.5 5.5 5 5.5 4 2 6 4 6 6 6 3.6159644 3.1483898 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1549 .68636101 8 1 4 1 2 4 1 7 1 4 32.5 3 0 2 5.5 5.5 4.5 3 6 6 2 5 6 1 6 6 1.6815448 4.5287476 5 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1550 .35703444 5 1 5 0 2 4 3 2 2 5 17.5 1 0 5 4 4 4 2.5 3.5 4.5 3 4 6 6 5 5 3.0169246 4.6499119 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1551 1.3483092 1 0 4 1 1 2 1 2 2 6 37.5 2 0 1 6 6 5.5 5 4.5 4 5 4 6 6 6 6 2.3572171 5.2968779 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
1552 -.061376065 3 0 5 0 1 3 3 2 2 6 12.5 1 0 5 4.5 5 3.5 5 5 4 3 3 5 6 4 6 3.1566315 3.8079147 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1553 -.3185702 1 0 4 0 1 2 1 7 1 2 7.5 1 1 4 6 6 5.5 6 6 6 2 4 6 4 4 6 3.7940295 4.6988792 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1554 -1.1903354 3 1 5 0 1 1 4 2 2 3 27.5 2 0 5 4.5 4.5 5 3.5 3.5 4.5 6 6 5 6 6 2 1.8846773 2.4279149 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1555 -.9493081 4 0 6 0 1 4 2 2 2 7 12.5 2 0 5 5.5 5.5 5 5.5 5 4 3 6 5 5 6 4 1.7559571 2.8735619 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1556 .94595128 7 1 1 0 1 3 5 1 3 5 17.5 2 1 1 6 5.5 4.5 4.5 6 6 3 1 6 6 6 6 3.9388509 5.5028834 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1557 .87825882 7 1 4 0 2 1 4 2 2 6 70 2 0 12 6 5 5 5.5 5 5 3 4 6 6 6 6 4.1169009 4.4553294 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1558 -.10521965 6 0 1 0 2 1 2 2 2 6 37.5 4 0 1 5.5 4.5 3.5 4.5 4 2.5 6 6 6 5 5 6 3.4902852 3.4161811 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1559 -.2731849 5 1 3 1 1 3 6 1 3 6 17.5 3 1 2 5.5 5.5 5 5 4 3.5 2 2 4 6 4 6 3.485527 3.9546115 3 3 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1
1560 1.2302055 11 0 4 0 2 4 1 7 1 3 7.5 1 0 2 4.5 5 1 3.5 1 6 1 5 6 6 6 6 4.0155363 5.0917702 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1561 -.96202916 6 0 4 1 2 4 2 7 1 5 32.5 1 0 1 6 6 4.5 1 4.5 3.5 3 2 6 6 2 5 1.8153794 5.7291026 3 6 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1562 -3.0064194 9 1 5 0 6 1 1 7 1 7 22.5 2 0 5 6 6 5 5.5 5.5 4.5 2 1 5 6 2 6 2.514051 1.3536708 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1563 .12197512 9 1 6 0 5 4 4 1 3 5 12.5 1 0 5 4.5 6 5 4 3 4 5 6 4 6 6 6 2.3138964 3.6909881 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1564 2.1045561 5 1 3 0 2 2 1 2 2 7 22.5 3 1 8 6 6 6 6 6 3.5 2 6 6 6 6 6 5.0772381 5.0200214 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1565 -.31011209 8 1 4 0 1 2 1 7 1 2 17.5 2 0 2 4.5 5.5 5 1 3 5.5 2 6 6 6 6 1 1.1475796 4.4935822 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1566 -.79673004 1 0 4 0 5 3 1 7 1 7 27.5 2 0 1 5.5 6 4 4 5.5 5.5 1 2 6 6 6 2 1.3829832 4.809329 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1567 -.40218559 5 1 4 0 2 2 5 2 2 6 28.850605 3 0 2 5.5 5 4 5.5 5 4.5 2 5 6 6 6 6 2.0262535 3.6579413 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1568 1.082361 5 0 3 0 2 4 3 2 2 6 17.5 4 1 1 5 4.5 2.5 2.5 4 3.5 2 4 6 6 6 6 3.832304 4.5760446 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1569 -1.0684019 9 0 4 0 2 2 1 7 1 6 37.5 2 0 1 4 4 6 3 5.5 1.5 5 1 6 6 6 6 3.5751312 4.8048315 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1570 -.59343255 11 0 4 0 2 4 4 2 2 5 17.5 2 0 1 4 4 4 4 3.5 4 6 2 2 2 2 2 3.7257569 3.6492062 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1571 1.9567116 6 0 6 1 1 3 1 2 2 1 7.5 1 0 5 5.5 6 5 5.5 4.5 4 3 2 6 6 6 1 1.2794141 4.1189752 4 6 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1572 -.079781123 1 0 3 0 1 2 3 2 2 5 19.54608 1 0 1 6 6 4.5 5 6 4.5 2 6 4 6 6 1 2.6116796 4.1690993 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1573 -.78235281 8 0 5 0 1 1 6 1 3 6 45 3 0 5 6 6 3.5 1 6 3.5 3 3 4 6 4 1 1.5017624 3.3388333 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1574 1.082361 9 1 5 0 1 2 1 7 1 5 7.5 1 0 2 5 5 5 5 5 4 6 5 4 6 6 1 1.3778005 3.2460499 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1575 -.69472474 7 1 6 1 6 2 6 1 3 4 12.5 2 0 5 5.5 6 5.5 3 5 3.5 3 4 4 6 5 2 1.5175074 2.4040523 3 5 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1
1576 -.7201401 5 0 3 0 1 1 2 7 1 5 32.5 2 0 1 5 5.5 4 3.5 5 3.5 6 4 6 6 5 5 2.4969242 4.4548802 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1577 .70267284 5 1 5 0 1 3 2 1 3 5 28.846912 2 0 1 5.5 5.5 3.5 3.5 4.5 4.5 2 6 6 6 6 5 2.0948617 3.9623854 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1578 .028819466 9 0 5 1 1 1 5 1 3 4 22.5 2 0 1 5.5 6 5 5 5 4 5 5 6 6 5 6 2.8228416 4.3650928 4 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1579 .060165904 9 0 6 0 1 2 3 1 3 4 17.5 2 0 5 4 4.5 4.5 4.5 4.5 2.5 5 5 4 5 6 4 3.2470772 3.4851022 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1580 1.1044168 7 1 5 0 1 2 5 1 3 5 27.5 2 0 2 6 5.5 5 5 5 4.5 6 6 5 6 5 3 1.7610717 4.5195637 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1581 1.3068908 10 0 5 0 1 2 2 7 1 5 12.5 1 0 5 5.5 5 4.5 4.5 5 3.5 3 6 6 6 5 6 2.1140091 5.365799 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1582 -3.0064194 5 0 5 0 1 2 1 1 3 5 27.5 1 0 1 4 4.5 5 5 4.5 5 3 1 6 6 1 1 1.4604417 3.3079054 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1583 .12049434 1 1 5 0 1 2 3 2 2 6 22.5 2 0 5 4.5 5 2.5 5 4.5 4 2 6 2 6 6 5 1.9338706 1.9914522 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1584 -.15672594 6 1 3 0 5 1 2 2 2 4 22.5 4 0 8 5 5 5 4.5 6 4.5 2 2 6 6 2 6 3.2631786 4.7347531 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1585 -.96202916 3 1 4 0 1 2 1 2 2 4 12.5 1 0 2 3 3 3 3 3 3.5 3 4 6 6 6 6 2.1915359 3.7816527 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1586 .16499168 8 1 5 1 1 2 3 7 1 7 22.5 2 0 8 5.5 4.5 4 4.5 4.5 4.5 3 4 5 6 5 1 1.4604417 3.3079054 3 5 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
1587 1.9722773 6 0 5 0 1 2 4 1 3 6 12.5 1 0 5 6 6 2.5 6 4.5 4 2 6 5 6 6 6 3.7911198 4.3796725 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1588 .23111355 5 1 5 1 1 2 4 2 2 6 12.5 2 0 5 6 6 4.5 5 6 4.5 5 4 4 6 3 6 2.8197954 4.2113304 2 4 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
1589 -.86851162 1 1 3 0 1 1 2 2 2 4 32.5 2 0 2 5.5 4.5 5 4 5.5 4 6 4 5 6 6 4 3.388989 3.9698997 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1590 -.032043207 9 0 4 0 1 2 4 1 3 3 32.5 2 0 4 5 6 4 3.5 4 4 2 2 6 6 5 6 3.7801328 4.7760229 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1591 -.78963107 8 0 6 0 1 1 1 7 1 5 22.50107 2 0 5 5 5 4.5 4 4.5 4.5 5 6 6 6 6 6 4.3392491 3.6751873 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1592 -.066802323 9 0 1 0 1 2 4 1 3 6 4 4 0 2 3.5 3 3.5 3.5 2.5 3.5 3 5 4 3 4 5 3.5969687 4.1775751 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1593 -.95875108 7 0 5 0 1 1 2 7 1 7 27.5 2 0 5 4.5 5 4 4.5 4.5 3.5 2 4 4 6 4 4 1.8051504 2.437099 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1594 .45932972 8 0 5 0 1 2 2 1 3 5 32.5 3 0 5 5.5 6 5 4.5 6 3 6 6 5 6 5 1 1.7037179 3.1562622 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1595 -.40555894 9 0 4 0 1 1 2 2 2 5 27.5 2 0 5 4.5 4 1.5 3 4 4.5 5 6 5 6 6 5 1.9912925 3.2720313 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1596 -.078639954 8 0 5 0 1 1 2 7 1 6 32.5 2 0 1 4.5 4 4.5 3.5 4 4 6 4 6 6 6 2 2.9595025 3.369333 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1597 1.5780212 6 0 6 0 1 2 4 2 2 7 32.5 2 0 11 6 6 5 4.5 5.5 2.5 5 6 6 6 6 6 1.8051504 2.437099 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1598 -.96202916 5 0 4 0 1 3 4 7 1 4 7.5 1 0 2 3 3 3 3 3 3.5 5 1 1 6 4 5 3.0500164 2.9637983 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1599 -.38621551 6 0 5 0 1 1 2 1 3 5 32.5 3 0 5 6 5.5 5 5.5 6 4 6 6 5 6 6 6 2.480891 3.1225069 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1600 -.40876189 7 0 6 0 1 2 5 1 3 6 45 3 0 5 4 5.5 5 3.5 5.5 4 6 4 5 6 6 6 2.2537162 4.5238013 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1601 .46073028 11 1 5 0 5 4 2 7 1 4 7.5 1 0 5 3.5 5 4.5 3.5 4.5 5 5 2 6 6 4 1 1.7502213 4.7504692 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1602 .98831785 14 0 6 0 1 2 3 2 2 7 27.5 2 0 5 5 6 4.5 4 5.5 4.5 5 6 6 6 6 5 2.2946806 2.370297 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1603 -1.1805091 4 1 4 0 1 4 5 1 3 5 7.5 1 0 8 5.5 6 4.5 5 5.5 3 6 4 6 6 1 6 2.3411157 4.0472264 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1604 1.082361 3 1 5 0 1 1 5 2 2 6 27.5 2 0 5 6 6 5 5 5 4 5 6 6 6 6 2 1.5509555 2.9023707 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1605 .3735522 5 1 5 0 1 2 4 1 3 3 7.5 1 0 4 5 5 4 4 5 3.5 2 3 6 6 5 6 2.8006685 5.7375784 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1606 .092620596 9 1 3 0 5 2 4 1 3 7 22.5 4 1 8 4.5 5 5 4 4.5 3 6 2 6 5 6 2 2.0456686 4.3988481 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1607 1.8506197 6 0 2 0 1 3 4 1 3 6 12.5 1 0 1 4.5 6 6 6 6 3.5 5 2 5 1 2 5 2.7511873 3.9068866 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1608 -.10772252 8 0 6 0 1 2 4 2 2 7 32.5 2 0 5 5 6 4.5 5 5 2.5 5 5 5 6 6 3 1.5017624 3.3388333 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1609 -.22531328 3 1 5 0 1 1 2 2 2 7 37.5 2 0 8 5.5 5.5 5.5 3.5 5.5 4 3 6 5 6 6 6 2.5252578 3.3071969 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1610 -.21254829 5 1 5 0 1 3 1 7 1 5 12.5 1 0 5 4.5 4.5 2.5 5 5 4 2 4 5 6 6 1 1.419121 3.2769775 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1611 2.1045561 10 0 4 0 1 2 1 7 1 4 12.5 1 0 5 5.5 6 4.5 3.5 6 5.5 5 1 5 6 6 6 4.9989567 3.0282216 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1612 -1.1025599 9 0 6 0 1 3 1 7 1 3 4 1 0 2 4 5 5.5 6 5.5 4 6 5 4 6 6 4 1.8625724 3.7176781 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1613 -3.0064194 9 0 4 1 1 1 1 1 3 1 17.5 1 0 2 4.5 3 3.5 3 3 3.5 2 1 1 1 1 1 1.6985352 1.5929828 2 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
1614 -.19908109 3 0 5 0 7 1 1 7 1 3 7.5 1 0 5 5 5.5 4.5 4.5 3.5 4.5 6 1 6 6 2 1 1.5017624 3.3388333 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1615 .012735847 3 0 5 0 1 2 2 2 2 7 22.5 2 0 5 5 5.5 3 5.5 5.5 4 2 5 1 6 4 2 1.6001487 2.4659081 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1616 .98678356 3 0 5 0 1 1 2 2 2 6 70 2 0 5 6 6 3.5 5 6 3.5 6 6 6 6 6 5 1 5.8029699 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1617 -.039711669 9 0 4 0 1 2 1 1 3 5 12.5 1 0 2 5.5 5.5 2.5 3.5 3.5 4 1 4 6 5 6 6 3.6765637 4.0856686 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1618 -.51980615 3 0 6 0 1 1 1 2 2 5 22.5 2 0 5 6 6 5 6 4.5 3 6 4 6 6 6 2 1.0491931 5.3665075 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1619 2.1045561 5 1 6 0 1 1 3 1 3 5 12.5 2 0 5 6 6 5.5 5.5 6 4 2 5 6 6 6 6 2.8390794 5.4492993 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1620 -.40974855 7 1 5 0 5 2 4 1 3 6 17.5 1 0 5 4 5 5 4.5 5 4 2 3 6 6 6 6 2.3851943 1.9647622 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1621 -.88132799 14 1 2 0 1 2 1 7 1 4 7.5 2 0 8 5 6 6 6 4 3.5 2 3 6 4 2 5 3.0442803 4.8407059 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1622 .47694686 8 1 5 0 1 1 5 1 3 7 23.493858 2 0 8 6 5 5 5.5 4.5 4.5 5 2 5 6 6 6 4.7875266 3.4947352 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1623 .3813709 14 0 6 0 5 2 1 7 1 4 32.5 2 0 5 6 6 4 4.5 5 4 3 6 6 6 2 1 1.5509555 2.9023707 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1624 -3.0064194 13 0 3 0 1 1 1 7 1 1 12.5 2 0 2 6 6 6 3.5 4.5 3.5 5 4 6 6 1 1 1 5.8029699 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1625 -1.1753426 6 0 5 0 1 4 2 7 1 6 17.5 1 0 5 4.5 5.5 3.5 5 4 5 5 6 6 6 2 3 2.5241435 4.8111191 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1626 -.80335116 7 1 5 0 1 3 4 1 3 6 29.226982 3 0 2 5 6 3.5 5.5 3.5 5 2 6 2 6 5 1 1.4321764 4.3728666 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1627 -.39120832 7 1 4 0 1 1 2 1 3 3 27.5 3 0 5 6 6 4.5 3.5 2 4 6 4 4 6 6 4 1.6080213 1.9985175 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1628 .98433042 2 1 3 1 1 4 5 3 4 6 12.5 4 1 1 5 3.5 3.5 4.5 4.5 4 5 4 4 6 6 6 4.0103536 3.5284905 3 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
1629 2.1045561 1 0 4 0 1 2 2 7 1 5 27.5 2 0 1 6 6 2.5 2.5 5.5 4 1 5 6 6 6 6 3.6382892 4.2085032 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1630 -2.6185746 7 1 5 0 5 2 1 7 1 5 12.5 2 0 2 5.5 6 5.5 2.5 5.5 3.5 3 2 4 6 6 6 2.3824363 4.0781546 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1631 -1.5954961 8 1 5 0 1 3 2 2 2 7 12.5 1 0 5 6 6 4 5.5 4.5 3 2 1 6 6 6 1 1.3699279 3.7134402 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1632 -.16282971 9 0 6 0 1 4 1 7 1 7 37.5 2 0 5 5.5 4 3.5 3.5 4.5 3 5 6 4 6 6 5 1.8373532 4.9364014 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1633 .060165904 5 1 3 0 5 4 4 2 2 4 4 2 0 11 4 4.5 4 4 4 3.5 3 2 2 2 2 2 3.6273706 4.5221314 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1634 -.061021369 7 0 3 0 1 1 3 1 3 4 12.5 2 0 4 5 4.5 4 3.5 5 4 5 2 5 5 5 1 1.7502213 4.7504692 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1635 .9977479 9 1 5 0 1 1 4 1 3 7 37.5 2 0 5 5 5 4.5 5.5 6 4.5 3 6 6 6 5 5 1.7146366 2.842634 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1636 -.1450575 8 1 4 0 1 2 2 1 3 7 45 2 0 2 3.5 5.5 4 4 3 4.5 1 3 1 6 6 2 1.5175074 2.4040523 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1637 .20060132 10 1 4 0 1 1 4 1 3 6 4 1 0 5 6 6 5.5 5.5 6 5.5 2 3 3 1 6 1 2.5210292 4.7400789 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1638 .69494963 7 0 4 0 1 2 1 7 1 7 17.5 1 0 5 5.5 6 5 4.5 4.5 4.5 2 6 6 6 5 4 1.8263663 5.3327522 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1639 -.39010894 6 0 4 0 1 2 1 7 1 7 22.5 3 0 1 5.5 5.5 3.5 5 4 6 2 5 4 6 6 2 1.2794141 4.1189752 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1640 -.27391061 5 0 5 0 1 3 1 7 1 6 22.5 2 0 5 5 5 4.5 3 3.5 3 3 1 6 6 6 1 1.5509555 2.9023707 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1641 2.1045561 5 0 4 0 1 4 4 1 3 5 7.5 1 0 5 6 6 6 6 3.5 6 3 3 6 6 6 2 1.245966 3.620657 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1642 .079059362 1 1 4 0 5 2 4 2 2 6 17.065865 1 0 2 5 3.5 4 3 5.5 4.5 2 4 6 6 6 6 3.5317421 3.2816644 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1643 -1.1082528 9 0 4 0 1 2 2 2 2 5 37.5 4 1 1 4.5 5.5 4.5 5 4.5 4 3 2 5 6 5 5 2.8720348 3.9286301 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1644 1.322102 1 0 5 0 1 2 4 2 2 3 7.5 1 0 5 5 6 4 4 4.5 4 5 1 6 6 1 2 1.0905138 5.3974352 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1645 -.62623239 1 1 5 0 1 1 1 7 1 3 7.5 1 0 4 4.5 6 3.5 4 4.5 4.5 2 1 6 6 5 3 1.5639427 4.0809817 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1646 -.88638657 9 1 5 0 1 2 2 2 2 5 7.5 1 0 5 5 6 6 6 6 4.5 3 6 6 6 5 1 1.8535857 5.6889906 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1647 .81118107 3 0 6 0 1 1 2 1 3 8 12.5 2 0 5 5.5 5 5 5 4 4 6 6 4 6 6 2 1 5.8029699 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1648 .060165904 8 0 4 1 1 1 4 4 5 6 7.5 2 0 2 4 4 4 4 4 3.5 3 2 6 6 2 1 1.419121 3.2769775 5 4 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0
1649 1.082361 9 0 2 1 8 2 5 1 3 7 22.5 5 1 2 5 5 5 5 5 3.5 2 4 4 4 4 4 3.7257569 3.6492062 5 5 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1
1650 .93539846 3 1 5 0 5 1 2 2 2 5 22.5 2 0 5 6 6 5 4.5 5.5 6 2 5 5 6 6 5 3.4846857 5.1276441 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1651 1.6082451 1 1 5 0 1 2 1 7 1 6 17.5 2 0 4 6 6 6 5 3.5 3.5 3 4 6 5 6 1 1.1475796 4.4935822 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1652 .70271343 5 0 3 1 1 2 3 1 3 5 17.5 4 1 2 4.5 4.5 4.5 3 3 4 5 4 6 6 6 6 3.5368567 4.9276662 3 3 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
1653 -.43468082 5 1 4 0 1 2 2 2 2 7 45 3 0 2 5 6 5.5 5 5.5 4.5 3 5 6 6 6 1 1.5509555 2.9023707 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1654 -.64121372 3 0 4 0 1 4 1 7 1 6 21.837261 2 0 2 3 6 5 5 2.5 5 6 4 1 6 2 1 1.5749295 3.6846313 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
